first_name,second_name,web_name,team_name,position,gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
Gustavo,Nunes Fernandes Gomes,Nunes,Brentford,MID,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Frank,Onyeka,Onyeka,Brentford,MID,6,128,9,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.4,0.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.27,1,False
Yehor,Yarmoliuk,Yarmoliuk,Brentford,MID,6,129,90,0,1,0,1,0,0,0,0,0,0,0,26,30.4,13.4,2.0,4.6,4,7,1,12,1,0.09,0.02,0.11,2.08,7,False
Romelle,Donovan,Donovan,Brentford,MID,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Yunus Emre,Konak,Konak,Brentford,MID,6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Paris,Maghoma,Maghoma,Brentford,MID,6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Myles,Peart-Harris,Peart-Harris,Brentford,MID,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ryan,Trevitt,Trevitt,Brentford,MID,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Yoane,Wissa,Wissa,Newcastle,FWD,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Igor Thiago,Nascimento Rodrigues,Thiago,Brentford,FWD,6,136,89,2,0,0,1,0,0,0,0,0,0,3,62,72.6,3.9,41.0,11.8,2,0,3,5,1,0.70,0.00,0.70,1.96,13,True
Iwan,Morgan,Morgan,Brentford,FWD,6,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jason,Steele,Steele,Brighton,GKP,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Bart,Verbruggen,Verbruggen,Brighton,GKP,6,139,90,0,0,0,1,0,0,0,0,0,2,0,8,11.8,0.0,0.0,1.2,1,8,0,0,1,0.00,0.00,0.00,1.81,2,False
Tom,McGill,McGill,Brighton,GKP,6,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Carl,Rushworth,Rushworth,Brighton,GKP,6,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kjell,Scherpen,Scherpen,Brighton,GKP,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Olivier,Boscagli,Boscagli,Brighton,DEF,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Diego,Coppola,Coppola,Brighton,DEF,6,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Maxim,De Cuyper,De Cuyper,Brighton,DEF,6,145,5,1,0,0,0,0,0,0,0,0,0,1,20,33.2,0.5,33.0,6.7,0,0,0,0,0,0.64,0.00,0.64,0.41,8,False
Lewis,Dunk,Dunk,Brighton,DEF,6,146,90,0,0,0,1,0,0,0,1,0,0,0,8,10.6,1.6,4.0,1.6,7,2,1,8,1,0.06,0.01,0.07,1.81,1,False
Pervis,Estupiñán Tenorio,Estupiñan,Brighton,DEF,6,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Ferdi,Kadıoğlu,F.Kadıoğlu,Brighton,DEF,6,148,90,0,0,0,1,0,0,0,0,0,0,0,9,27.4,20.3,2.0,5.0,5,4,2,7,1,0.00,0.13,0.13,1.81,2,False
Igor Julio,dos Santos de Paulo,Igor,West Ham,DEF,6,149,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,False
Tariq,Lamptey,Lamptey,Brighton,DEF,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jan Paul,van Hecke,Van Hecke,Brighton,DEF,6,151,90,0,0,0,1,0,0,0,1,0,0,0,12,34.6,1.8,4.0,4.0,11,4,4,15,1,0.03,0.03,0.06,1.81,3,False
Joël,Veltman,Veltman,Brighton,DEF,6,152,54,0,0,0,1,0,0,0,1,0,0,0,-1,10.6,0.1,0.0,1.1,5,1,1,6,1,0.00,0.00,0.00,1.33,0,False
Adam,Webster,Webster,Brighton,DEF,6,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Eiran,Cashin,Cashin,Brighton,DEF,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jacob,Slater,Slater,Brighton,DEF,6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Charlie,Tasker,Tasker,Brighton,DEF,6,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mitoma,Kaoru,Mitoma,Brighton,MID,6,157,66,0,0,0,1,0,0,0,0,0,0,0,4,2.2,1.5,4.0,0.8,1,2,0,3,1,0.00,0.02,0.02,1.38,2,False
Georginio,Rutter,Georginio,Brighton,MID,6,158,84,0,0,0,1,0,0,0,0,0,0,0,5,10.4,15.3,2.0,2.8,2,4,1,7,1,0.00,0.35,0.35,1.40,2,False
Solly,March,March,Brighton,MID,6,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Yankuba,Minteh,Minteh,Brighton,MID,6,160,90,0,1,0,1,0,0,0,0,0,0,0,18,23.4,19.3,28.0,7.1,3,1,2,6,1,0.36,0.24,0.60,1.81,5,False
Julio,Enciso Espínola,Enciso,Brighton,MID,6,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Brajan,Gruda,Gruda,Brighton,MID,6,162,23,0,1,0,0,0,0,0,0,0,0,0,16,20.0,14.8,2.0,3.7,0,1,1,2,0,0.00,0.33,0.33,0.43,4,False
Jack,Hinshelwood,Hinshelwood,Brighton,MID,6,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Matt,O'Riley,O'Riley,Brighton,MID,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Abdallah,Sima,Sima,Brighton,MID,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Yasin,Ayari,Ayari,Brighton,MID,6,166,90,0,0,0,1,0,0,0,0,0,0,0,14,13.0,21.3,3.0,3.7,3,5,2,10,1,0.05,0.16,0.21,1.81,2,False
Carlos,Baleba,Baleba,Brighton,MID,6,167,66,0,0,0,1,0,0,0,0,0,0,0,5,2.0,2.2,2.0,0.6,4,5,0,9,1,0.01,0.01,0.02,1.38,2,False
Facundo,Buonanotte,Buonanotte,Chelsea,MID,6,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Diego,Gómez Amarilla,Gomez,Brighton,MID,6,169,84,0,0,0,1,0,0,0,0,0,0,0,10,2.8,1.8,3.0,0.8,0,3,3,6,1,0.10,0.01,0.11,1.40,2,False
James,Milner,Milner,Brighton,MID,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jeremy,Sarmiento Morante,Sarmiento,Brighton,MID,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tom,Watson,Watson,Brighton,MID,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mats,Wieffer,Wieffer,Brighton,MID,6,173,35,0,1,0,0,0,0,0,1,0,0,0,14,20.2,11.6,2.0,3.4,0,2,2,4,0,0.00,0.36,0.36,0.48,3,False
Malick,Yalcouyé,Yalcouye,Brighton,MID,6,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joe,Knight,Knight,Brighton,MID,6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Adrian,Mazilu,Mazilu,Brighton,MID,6,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Andrew,Moran,Moran,Brighton,MID,6,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Danny,Welbeck,Welbeck,Brighton,FWD,6,178,23,2,0,0,0,0,0,0,1,0,0,3,49,65.2,0.1,54.0,11.9,2,0,0,2,0,0.75,0.00,0.75,0.43,11,True
Evan,Ferguson,Ferguson,Brighton,FWD,6,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Stefanos,Tzimas,Tzimas,Brighton,FWD,6,180,5,0,0,0,0,0,0,0,0,0,0,0,6,4.0,10.0,4.0,1.8,0,0,2,2,0,0.28,0.00,0.28,0.41,1,False
Charalampos,Kostoulas,Kostoulas,Brighton,FWD,6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
James,Trafford,Trafford,Man City,GKP,6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Max,Weiß,Weiss,Burnley,GKP,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Etienne,Green,Green,Burnley,GKP,6,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Václav,Hladký,Hladký,Burnley,GKP,6,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Connor,Roberts,Roberts,Burnley,DEF,6,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kyle,Walker,Walker,Burnley,DEF,6,187,90,0,0,0,5,0,0,0,1,0,0,0,-16,11.4,2.2,4.0,1.8,5,7,1,6,1,0.03,0.02,0.05,2.03,-1,False
Hannes,Delcroix,Delcroix,Burnley,DEF,6,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Owen,Dodgson,Dodgson,Burnley,DEF,6,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Hjalmar,Ekdal,Ekdal,Burnley,DEF,6,190,90,0,0,0,5,0,0,0,0,0,0,0,-9,18.6,10.6,4.0,3.3,6,1,3,9,1,0.00,0.15,0.15,2.03,0,False
Maxime,Estève,Estève,Burnley,DEF,6,191,90,0,0,0,5,2,0,0,0,0,0,0,-23,9.2,0.7,1.0,1.1,8,3,4,12,1,0.02,0.00,0.02,2.03,-2,False
Quilindschy,Hartman,Hartman,Burnley,DEF,6,192,87,0,1,0,3,0,0,0,1,0,0,0,6,28.6,11.4,7.0,4.7,4,1,2,6,1,0.02,0.12,0.14,1.41,3,False
Bashir,Humphreys,Humphreys,Burnley,DEF,6,193,2,0,0,0,2,0,0,0,0,0,0,0,-5,0.2,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.62,0,False
Jordan,Beyer,Jordan,Burnley,DEF,6,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Lucas,Pires Silva,Lucas Pires,Burnley,DEF,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Shurandy,Sambo,Sambo,Burnley,DEF,6,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Oliver,Sonne,Sonne,Burnley,DEF,6,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Axel,Tuanzebe,Tuanzebe,Burnley,DEF,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Joe,Worrall,Worrall,Burnley,DEF,6,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jaidon,Anthony,Anthony,Burnley,MID,6,200,87,1,0,0,3,0,0,0,1,0,0,0,30,45.4,36.5,19.0,10.1,4,4,2,10,1,0.10,0.08,0.18,1.41,6,False
Manuel,Benson Hedilazio,Benson,Burnley,MID,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jacob,Bruun Larsen,Bruun Larsen,Burnley,MID,6,202,28,0,0,0,3,0,0,0,0,0,0,0,1,0.0,1.6,0.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.95,1,False
Enock,Agyei,Boateng,Burnley,MID,6,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Darko,Churlinov,Churlinov,Burnley,MID,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Josh,Cullen,Cullen,Burnley,MID,6,205,78,0,0,0,3,0,0,0,0,0,0,0,17,27.0,13.5,0.0,4.1,10,2,0,12,1,0.00,0.01,0.01,1.25,4,False
Marcus,Edwards,Edwards,Burnley,MID,6,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Hannibal,Mejbri,Hannibal,Burnley,MID,6,207,2,0,0,0,2,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.62,1,False
Luca,Koleosho,Koleosho,Burnley,MID,6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Josh,Laurent,Laurent,Burnley,MID,6,209,90,0,0,0,5,0,0,0,0,0,0,0,9,4.0,0.7,5.0,1.0,2,4,0,6,1,0.04,0.00,0.04,2.03,2,False
Loum,Tchaouna,Tchaouna,Burnley,MID,6,210,61,0,0,0,2,0,0,0,0,0,0,0,6,5.4,1.2,5.0,1.2,1,1,2,4,1,0.03,0.00,0.03,1.08,2,False
Aaron,Ramsey,A.Ramsey,Burnley,MID,6,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Oluwaseun,Adewumi,Adewumi,Burnley,MID,6,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Jaydon,Banel,Banel,Burnley,MID,6,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mike,Trésor Ndayishimiye,Trésor,Burnley,MID,6,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Zian,Flemming,Flemming,Burnley,FWD,6,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Zeki,Amdouni,Amdouni,Burnley,FWD,6,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Lyle,Foster,Foster,Burnley,FWD,6,217,79,0,0,0,3,0,0,0,0,0,0,0,6,1.6,11.6,13.0,2.6,2,1,0,3,1,0.18,0.03,0.21,1.25,2,False
Ashley,Barnes,Barnes,Burnley,FWD,6,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Michael,Obafemi,Obafemi,Burnley,FWD,6,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Robert,Lynch Sánchez,Sánchez,Chelsea,GKP,6,220,90,0,0,0,3,0,0,0,0,0,0,0,2,10.0,20.0,0.0,3.0,0,12,0,0,1,0.00,0.00,0.00,2.28,1,False
Filip,Jörgensen,Jörgensen,Chelsea,GKP,6,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mike,Penders,Penders,Chelsea,GKP,6,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Gabriel,Słonina,Slonina,Chelsea,GKP,6,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marc,Cucurella Saseta,Cucurella,Chelsea,DEF,6,224,90,0,0,0,3,0,0,0,1,0,0,0,1,9.0,16.9,3.0,2.9,1,2,3,4,1,0.02,0.01,0.03,2.28,0,False
Reece,James,James,Chelsea,DEF,6,225,90,0,1,0,3,0,0,0,1,0,0,0,11,13.8,18.0,13.0,4.5,4,1,1,5,1,0.05,0.30,0.35,2.28,3,False
Trevoh,Chalobah,Chalobah,Chelsea,DEF,6,226,52,0,0,0,3,0,0,0,0,1,0,0,-13,0.0,1.3,0.0,0.0,1,2,0,1,1,0.00,0.00,0.00,0.13,-3,False
Levi,Samuels Colwill,Colwill,Chelsea,DEF,6,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Malo,Gusto,Gusto,Chelsea,DEF,6,228,27,0,0,0,3,0,0,0,0,0,0,0,-5,4.2,1.8,2.0,0.8,0,1,2,2,0,0.00,0.01,0.01,2.06,0,False
Benoît,Badiashile Mukinayi,B.Badiashile,Chelsea,DEF,6,229,11,0,0,0,2,0,0,0,1,0,0,0,-8,1.4,0.3,0.0,0.2,1,2,0,1,0,0.00,0.00,0.00,1.24,-1,False
Wesley,Fofana,Fofana,Chelsea,DEF,6,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Mamadou,Sarr,M.Sarr,Chelsea,DEF,6,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Tosin,Adarabioyo,Tosin,Chelsea,DEF,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Josh,Acheampong,Acheampong,Chelsea,DEF,6,233,36,0,0,0,3,0,0,0,0,0,0,0,-12,0.0,0.1,0.0,0.0,3,1,0,3,0,0.00,0.00,0.00,2.16,0,False
Aarón,Anselmino,Anselmino,Chelsea,DEF,6,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Cole,Palmer,Palmer,Chelsea,MID,6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Pedro,Lomba Neto,Neto,Chelsea,MID,6,236,78,0,0,0,1,0,0,0,0,0,0,0,5,4.6,17.3,11.0,3.3,1,0,1,2,1,0.05,0.03,0.08,1.05,2,False
Enzo,Fernández,Enzo,Chelsea,MID,6,237,90,1,0,0,3,0,0,0,0,0,0,2,32,43.4,20.2,52.0,11.6,0,3,3,6,1,1.48,0.02,1.50,2.28,9,False
Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Chelsea,MID,6,238,63,0,0,1,0,0,0,0,0,0,0,0,9,9.2,3.3,19.0,3.2,1,1,3,5,1,0.19,0.01,0.20,0.22,3,False
Jamie,Bynoe-Gittens,Gittens,Chelsea,MID,6,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Christopher,Nkunku,Nkunku,Chelsea,MID,6,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Moisés,Caicedo Corozo,Caicedo,Chelsea,MID,6,241,90,0,0,0,3,0,0,0,0,0,0,0,18,17.4,4.4,2.0,2.4,4,4,3,11,1,0.03,0.02,0.05,2.28,2,False
Kiernan,Dewsbury-Hall,Dewsbury-Hall,Everton,MID,6,242,90,0,0,0,1,0,0,0,1,0,0,0,11,4.4,17.0,17.0,3.8,4,6,0,10,1,0.13,0.05,0.18,1.17,1,False
Tyrique,George,George,Chelsea,MID,6,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Roméo,Lavia,Lavia,Chelsea,MID,6,244,11,0,0,0,2,0,0,0,0,0,0,0,4,2.8,0.3,0.0,0.3,2,1,0,3,0,0.00,0.01,0.01,1.24,1,False
Mykhailo,Mudryk,Mudryk,Chelsea,MID,6,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Andrey,Nascimento dos Santos,Andrey Santos,Chelsea,MID,6,246,53,0,0,0,0,0,0,0,0,0,0,0,6,6.6,11.0,0.0,1.8,0,0,2,2,1,0.00,0.01,0.01,0.13,1,False
Dário,Luís Essugo,D.Essugo,Chelsea,MID,6,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Kendry,Páez Andrade,Paez,Chelsea,MID,6,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
João Pedro,Junqueira de Jesus,João Pedro,Chelsea,FWD,6,249,90,0,0,0,3,0,0,0,0,0,0,0,6,8.6,30.5,0.0,3.9,1,3,2,6,1,0.00,0.03,0.03,2.28,2,False
Liam,Delap,Delap,Chelsea,FWD,6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Nicolas,Jackson,N.Jackson,Chelsea,FWD,6,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marc,Guiu Paz,Marc Guiu,Chelsea,FWD,6,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Dean,Henderson,Henderson,Crystal Palace,GKP,6,253,90,0,0,0,1,0,0,0,0,0,3,0,14,21.4,0.0,0.0,2.1,0,9,0,0,1,0.00,0.00,0.00,2.14,3,False
Walter,Benítez,Benitez,Crystal Palace,GKP,6,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Remi,Matthews,Matthews,Crystal Palace,GKP,6,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Daniel,Muñoz Mejía,Muñoz,Crystal Palace,DEF,6,256,90,0,0,0,1,0,0,0,0,0,0,0,12,19.4,11.1,46.0,7.7,7,2,2,9,1,0.37,0.01,0.38,2.14,2,False
Maxence,Lacroix,Lacroix,Crystal Palace,DEF,6,257,90,0,0,0,1,0,0,0,0,0,0,0,15,27.6,0.1,0.0,2.8,8,2,5,13,1,0.00,0.01,0.01,2.14,4,False
Tyrick,Mitchell,Mitchell,Crystal Palace,DEF,6,258,90,0,0,0,1,0,0,0,0,0,0,0,11,24.8,15.3,8.0,4.8,8,3,5,13,1,0.00,0.12,0.12,2.14,4,False
Borna,Sosa,Sosa,Crystal Palace,DEF,6,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
Marc,Guéhi,Guéhi,Crystal Palace,DEF,6,260,90,0,1,0,1,0,0,0,0,0,0,0,21,35.4,11.1,4.0,5.1,8,2,3,11,1,0.00,0.05,0.05,2.14,7,False
Chris,Richards,Richards,Crystal Palace,DEF,6,261,90,0,0,0,1,0,0,0,0,0,0,0,7,19.8,0.2,0.0,2.0,10,0,3,13,1,0.00,0.00,0.00,2.14,4,False
